"PVWatts Hourly PV Performance Data"
"Requested Location","47.14817909516576, -71.26903775539678"
"Location","Lat, Lng: 47.13, -71.26"
"Latitude (DD)","47.13"
"Longitude (DD)","-71.26"
"Elevation (m)","647.84997558594"
"DC System Size (kW)","496.3"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","4","0","0","0","-23","1.4","0.87","0","-23","0","0"
"3","4","1","0","0","-22","1.2","0.87","0","-22","0","0"
"3","4","2","0","0","-22","1.1","0.87","0","-22","0","0"
"3","4","3","0","0","-22","0.9","0.87","0","-22","0","0"
"3","4","4","0","0","-22","0.8","0.87","0","-22","0","0"
"3","4","5","0","0","-22","0.6","0.87","0","-22","0","0"
"3","4","6","0","0","-21","0.5","0.87","0","0","0","0"
"3","4","7","511","65","-19","0.7","0.87","232.116","-11.475","103102.217","97481.779"
"3","4","8","680","105","-16","0.9","0.87","469.142","-1.234","222005.878","212172.211"
"3","4","9","751","140","-14","1.2","0.87","671.047","5.562","308957.022","296042.33"
"3","4","10","571","165","-13","1.4","0.87","643.937","4.866","294718.88","282308.702"
"3","4","11","751","125","-12","1.6","0.87","789.963","8.95","356008.007","341426.112"
"3","4","12","833","159","-11","1.6","0.87","894.012","12.707","396895.448","380864.748"
"3","4","13","516","181","-10","1.7","0.87","613.471","5.918","279557.59","267684.637"
"3","4","14","703","148","-9","1.8","0.87","635.44","7.18","290988.858","278710.85"
"3","4","15","580","119","-9","1.7","0.87","419.524","1.914","195170.692","186287.902"
"3","4","16","334","75","-9","1.5","0.87","180.3","-4.213","77262.259","72557.434"
"3","4","17","0","0","-9","1.6","0.87","0","0","0","0"
"3","4","18","0","0","-9","1.6","0.87","0","-9","0","0"
"3","4","19","0","0","-9","1.4","0.87","0","-9","0","0"
"3","4","20","0","0","-9","1.3","0.87","0","-9","0","0"
"3","4","21","0","0","-9","1.2","0.87","0","-9","0","0"
"3","4","22","0","0","-9","1.1","0.87","0","-9","0","0"
"3","4","23","0","0","-9","1.1","0.87","0","-9","0","0"
"3","5","0","0","0","-9","1","0.87","0","-9","0","0"
"3","5","1","0","0","-9","1","0.87","0","-9","0","0"
"3","5","2","0","0","-8","1.1","0.87","0","-8","0","0"
"3","5","3","0","0","-8","1.2","0.87","0","-8","0","0"
"3","5","4","0","0","-7","1.1","0.87","0","-7","0","0"
"3","5","5","0","0","-7","1.1","0.87","0","-7","0","0"
"3","5","6","0","3","-6","1.1","0.87","2.854","-5.923","845.575","0"
"3","5","7","0","35","-5","1.2","0.87","33.017","-4.043","14243.876","11772.043"
"3","5","8","0","38","-4","1.3","0.87","35.847","-2.984","15542.546","13024.696"
"3","5","9","21","175","-4","1.3","0.87","186.57","1.281","83685.569","78753.14"
"3","5","10","0","154","-3","1.3","0.87","149.191","1.212","65883.502","61581.872"
"3","5","11","5","183","-3","1.2","0.87","182.781","2.282","80672.79","75847.116"
"3","5","12","7","189","-2","1.1","0.87","190.696","3.647","83884.258","78944.789"
"3","5","13","7","180","-2","1.2","0.87","181.576","3.253","80175.199","75367.157"
"3","5","14","0","109","-2","1.4","0.87","104.382","0.885","45982.435","42385.978"
"3","5","15","0","98","-2","1.5","0.87","94.661","0.563","41967.363","38513.176"
"3","5","16","0","26","-2","1.6","0.87","24.508","-1.353","10292.453","7960.635"
"3","5","17","0","0","-2","1.6","0.87","0","0","0","0"
"3","5","18","0","0","-2","1.7","0.87","0","-2","0","0"
"3","5","19","0","0","-2","1.6","0.87","0","-2","0","0"
"3","5","20","0","0","-2","1.4","0.87","0","-2","0","0"
"3","5","21","0","0","-2","1","0.87","0","-2","0","0"
"3","5","22","0","0","-2","0.5","0.87","0","-2","0","0"
"3","5","23","0","0","-3","0.3","0.87","0","-3","0","0"
"3","6","0","0","0","-2","0.2","0.87","0","-2","0","0"
"3","6","1","0","0","-2","0.2","0.87","0","-2","0","0"
"3","6","2","0","0","-3","0.3","0.87","0","-3","0","0"
"3","6","3","0","0","-3","0.5","0.87","0","-3","0","0"
"3","6","4","0","0","-3","0.7","0.87","0","-3","0","0"
"3","6","5","0","0","-4","1.1","0.87","0","-4","0","0"
"3","6","6","0","2","-4","1.7","0.87","1.903","-3.955","548.107","0"
"3","6","7","0","21","-5","2.1","0.87","19.784","-4.529","8393.211","6128.69"
"3","6","8","0","75","-5","2.4","0.87","71.136","-3.399","31667.974","28578.735"
"3","6","9","0","117","-5","2.6","0.87","112.284","-2.569","50157.697","46413.294"
"3","6","10","5","176","-4","2.6","0.87","175.681","-0.203","78383.479","73638.925"
"3","6","11","18","221","-4","2.4","0.87","233.4","1.23","104184.836","98526.037"
"3","6","12","37","247","-4","2.1","0.87","288.267","2.848","128801.522","122270.456"
"3","6","13","0","147","-5","1.9","0.87","142.023","-1.487","63259.662","59051.004"
"3","6","14","16","168","-5","1.6","0.87","175.63","-0.357","79119.057","74348.439"
"3","6","15","18","123","-6","1.4","0.87","129.454","-2.412","58712.842","54665.297"
"3","6","16","0","56","-7","1.3","0.87","54.008","-5.472","23791.638","20981.49"
"3","6","17","0","0","-8","1.3","0.87","0","0","0","0"
"3","6","18","0","0","-9","1.5","0.87","0","-9","0","0"
"3","6","19","0","0","-10","1.7","0.87","0","-10","0","0"
"3","6","20","0","0","-10","1.8","0.87","0","-10","0","0"
"3","6","21","0","0","-11","2.2","0.87","0","-11","0","0"
"3","6","22","0","0","-11","2.4","0.87","0","-11","0","0"
"3","6","23","0","0","-11","2.7","0.87","0","-11","0","0"
"3","7","0","0","0","-11","3.1","0.87","0","-11","0","0"
"3","7","1","0","0","-12","3.3","0.87","0","-12","0","0"
"3","7","2","0","0","-12","3.5","0.87","0","-12","0","0"
"3","7","3","0","0","-12","3.6","0.87","0","-12","0","0"
"3","7","4","0","0","-12","3.6","0.87","0","-12","0","0"
"3","7","5","0","0","-13","3.8","0.87","0","-13","0","0"
"3","7","6","0","2","-13","4","0.87","1.903","-12.97","573.515","0"
"3","7","7","0","25","-13","4.1","0.87","23.561","-12.598","10408.888","8072.944"
"3","7","8","0","42","-12","4.4","0.87","39.63","-11.351","17811.536","15213.286"
"3","7","9","0","98","-11","4.5","0.87","93.231","-9.497","42445.043","38973.93"
"3","7","10","2","168","-10","4.4","0.87","164.924","-7.31","75282.744","70648.061"
"3","7","11","29","240","-10","4.4","0.87","273.463","-5.541","125538.121","119122.69"
"3","7","12","16","216","-9","4.2","0.87","226.272","-5.208","103212.106","97587.774"
"3","7","13","0","93","-9","3.9","0.87","88.077","-7.458","39481.586","36115.48"
"3","7","14","0","88","-10","3.6","0.87","83.403","-8.47","37734.163","34429.976"
"3","7","15","0","20","-10","3.2","0.87","18.848","-9.631","8195.024","5937.526"
"3","7","16","9","64","-11","2.7","0.87","64.841","-9.622","29113.505","26114.782"
"3","7","17","0","0","-11","2.1","0.87","0","0","0","0"
"3","7","18","0","0","-12","1.7","0.87","0","-12","0","0"
"3","7","19","0","0","-13","1.4","0.87","0","-13","0","0"
"3","7","20","0","0","-13","1.2","0.87","0","-13","0","0"
"3","7","21","0","0","-15","1.1","0.87","0","-15","0","0"
"3","7","22","0","0","-16","1.1","0.87","0","-16","0","0"
"3","7","23","0","0","-17","1.1","0.87","0","-17","0","0"
"3","8","0","0","0","-18","1.2","0.87","0","-18","0","0"
"3","8","1","0","0","-19","1.2","0.87","0","-19","0","0"
"3","8","2","0","0","-20","1.1","0.87","0","-20","0","0"
"3","8","3","0","0","-20","1","0.87","0","-20","0","0"
"3","8","4","0","0","-21","1","0.87","0","-21","0","0"
"3","8","5","0","0","-22","1","0.87","0","-22","0","0"
"3","8","6","249","17","-22","1","0.87","43.438","-20.983","10762.527","8414.052"
"3","8","7","683","55","-19","1.1","0.87","285.497","-10.641","128039.687","121535.616"
"3","8","8","845","78","-16","1.3","0.87","535.989","-0.705","254424.999","243442.593"
"3","8","9","927","92","-13","1.5","0.87","748.94","7.363","342819.384","328704.814"
"3","8","10","970","101","-11","1.7","0.87","901.159","12.405","401862.8","385656.087"
"3","8","11","984","106","-10","1.8","0.87","968.612","14.606","426766.499","409677.349"
"3","8","12","977","107","-10","1.9","0.87","965.773","14.027","426432.83","409355.503"
"3","8","13","951","104","-10","1.8","0.87","877.094","12.302","391629.14","375785.046"
"3","8","14","898","95","-10","1.6","0.87","713.905","8.987","325310.021","311815.878"
"3","8","15","801","79","-10","1.2","0.87","492.46","4.375","228562.635","218496.636"
"3","8","16","610","54","-13","0.9","0.87","242.049","-5.597","103735.883","98092.992"
"3","8","17","0","0","-16","0.8","0.87","0","0","0","0"
"3","8","18","0","0","-17","0.7","0.87","0","-17","0","0"
"3","8","19","0","0","-18","0.5","0.87","0","-18","0","0"
"3","8","20","0","0","-18","0.6","0.87","0","-18","0","0"
"3","8","21","0","0","-18","0.8","0.87","0","-18","0","0"
"3","8","22","0","0","-19","1.1","0.87","0","-19","0","0"
"3","8","23","0","0","-20","1.2","0.87","0","-20","0","0"
"3","9","0","0","0","-21","1.2","0.87","0","-21","0","0"
"3","9","1","0","0","-20","1.2","0.87","0","-20","0","0"
"3","9","2","0","0","-19","1.1","0.87","0","-19","0","0"
"3","9","3","0","0","-19","1","0.87","0","-19","0","0"
"3","9","4","0","0","-19","1","0.87","0","-19","0","0"
"3","9","5","0","0","-19","1","0.87","0","-19","0","0"
"3","9","6","215","20","-18","1.2","0.87","44.099","-16.983","11385.523","9014.972"
"3","9","7","641","61","-15","1.6","0.87","281.018","-7.666","125411.406","119000.465"
"3","9","8","238","147","-13","1.8","0.87","287.228","-5.691","135934.949","129151.117"
"3","9","9","883","106","-11","2","0.87","737.51","7.018","337650.853","323719.425"
"3","9","10","923","118","-9","2.1","0.87","885.977","12.178","395083.015","379116.537"
"3","9","11","930","128","-9","2.2","0.87","956.537","13.4","422805.469","405856.674"
"3","9","12","734","138","-8","2.3","0.87","800.206","10.376","357986.183","343334.193"
"3","9","13","699","132","-8","2.3","0.87","715.79","8.453","323705.619","310268.326"
"3","9","14","542","144","-8","2.3","0.87","530.879","4.218","244698.397","234060.644"
"3","9","15","126","143","-8","2.1","0.87","214.449","-2.874","99355.776","93868.089"
"3","9","16","49","71","-9","1.9","0.87","85.755","-6.883","38072.619","34756.438"
"3","9","17","0","5","-9","1.9","0.87","4.756","-8.892","1461.188","0"
"3","9","18","0","0","-9","1.9","0.87","0","-9","0","0"
"3","9","19","0","0","-10","1.8","0.87","0","-10","0","0"
"3","9","20","0","0","-10","1.8","0.87","0","-10","0","0"
"3","9","21","0","0","-10","1.8","0.87","0","-10","0","0"
"3","9","22","0","0","-10","1.7","0.87","0","-10","0","0"
"3","9","23","0","0","-10","1.7","0.87","0","-10","0","0"
"3","10","0","0","0","-10","1.7","0.87","0","-10","0","0"
"3","10","1","0","0","-10","1.6","0.87","0","-10","0","0"
"3","10","2","0","0","-10","1.5","0.87","0","-10","0","0"
"3","10","3","0","0","-9","1.4","0.87","0","-9","0","0"
"3","10","4","0","0","-9","1.3","0.87","0","-9","0","0"
"3","10","5","0","0","-9","1.3","0.87","0","-9","0","0"
"3","10","6","0","4","-8","1.5","0.87","3.761","-7.907","1130.938","0"
"3","10","7","0","49","-8","1.7","0.87","46.269","-6.802","20527.121","17832.648"
"3","10","8","0","86","-7","1.8","0.87","81.89","-4.924","36793.767","33522.902"
"3","10","9","3","160","-6","1.9","0.87","157.861","-2.09","71035.061","66550.89"
"3","10","10","14","205","-5","2","0.87","212.558","0.151","95134.384","89796.279"
"3","10","11","10","205","-4","2","0.87","209.29","1.066","92991.11","87728.949"
"3","10","12","8","196","-3","1.9","0.87","198.241","1.898","87692.949","82618.523"
"3","10","13","1","162","-3","1.8","0.87","157.745","0.983","69751.357","65312.673"
"3","10","14","0","139","-2","1.8","0.87","134.406","1.4","59471.863","55397.422"
"3","10","15","0","73","-2","1.8","0.87","69.126","-0.247","30368.197","27325.015"
"3","10","16","0","50","-2","1.8","0.87","47.501","-0.797","20526.648","17832.191"
"3","10","17","0","4","-2","1.9","0.87","3.805","-1.914","1119.547","0"
"3","10","18","0","0","-2","1.9","0.87","0","-2","0","0"
"3","10","19","0","0","-3","1.9","0.87","0","-3","0","0"
"3","10","20","0","0","-3","1.9","0.87","0","-3","0","0"
"3","10","21","0","0","-3","1.8","0.87","0","-3","0","0"
"3","10","22","0","0","-3","1.6","0.87","0","-3","0","0"
"3","10","23","0","0","-4","1.6","0.87","0","-4","0","0"
"3","11","0","0","0","-4","1.7","0.87","0","-4","0","0"
"3","11","1","0","0","-4","1.8","0.87","0","-4","0","0"
"3","11","2","0","0","-5","2","0.87","0","-5","0","0"
"3","11","3","0","0","-4","2.3","0.87","0","-4","0","0"
"3","11","4","0","0","-4","2.6","0.87","0","-4","0","0"
"3","11","5","0","0","-3","2.8","0.87","0","-3","0","0"
"3","11","6","0","5","-2","3","0.87","4.702","-1.913","1387.151","0"
"3","11","7","0","25","-2","3.1","0.87","23.56","-1.531","9980.113","7659.361"
"3","11","8","0","100","-1","3.2","0.87","95.862","0.876","42349.273","38881.554"
"3","11","9","21","187","-1","3.2","0.87","198.376","2.875","88365.938","83267.665"
"3","11","10","37","240","-1","3.1","0.87","278.108","4.514","123534.493","117190.059"
"3","11","11","36","258","-1","3.1","0.87","298.749","4.918","132290.214","125635.53"
"3","11","12","33","254","-1","3","0.87","291.55","4.873","129062.843","122522.517"
"3","11","13","14","202","-1","3","0.87","209.244","3.217","92618.386","87369.432"
"3","11","14","0","53","-1","2.9","0.87","50.058","0.028","21499.394","18770.469"
"3","11","15","259","140","-1","2.4","0.87","283.829","5.41","129082.349","122541.332"
"3","11","16","0","46","-1","1.7","0.87","43.458","0.125","18661.515","16033.147"
"3","11","17","0","5","-1","1.1","0.87","4.756","-0.871","1406.301","0"
"3","11","18","0","0","-1","0.7","0.87","0","-1","0","0"
"3","11","19","0","0","-1","0.5","0.87","0","-1","0","0"
"3","11","20","0","0","-1","0.5","0.87","0","-1","0","0"
"3","11","21","0","0","-1","0.6","0.87","0","-1","0","0"
"3","11","22","0","0","-1","0.6","0.87","0","-1","0","0"
"3","11","23","0","0","-1","0.5","0.87","0","-1","0","0"
"3","12","0","0","0","-1","0.4","0.87","0","-1","0","0"
"3","12","1","0","0","-1","0.3","0.87","0","-1","0","0"
"3","12","2","0","0","-1","0.2","0.87","0","-1","0","0"
"3","12","3","0","0","-1","0.3","0.87","0","-1","0","0"
"3","12","4","0","0","-1","0.3","0.87","0","-1","0","0"
"3","12","5","0","0","-1","0.3","0.87","0","-1","0","0"
"3","12","6","145","27","-1","0.5","0.87","46.226","0.359","12425.026","10017.641"
"3","12","7","0","30","-1","0.8","0.87","28.283","-0.091","12002.808","9610.385"
"3","12","8","0","33","-1","1.3","0.87","31.127","-0.118","13234.202","10798.145"
"3","12","9","22","191","-1","1.7","0.87","203.144","4.25","90059.352","84901.075"
"3","12","10","80","269","-1","2","0.87","345.495","7.38","152896.954","145512.091"
"3","12","11","26","247","-1","2.3","0.87","266.917","5.093","117671.144","111534.472"
"3","12","12","102","297","-1","2.5","0.87","399.5","7.795","176652.91","168426.279"
"3","12","13","57","253","-1","2.8","0.87","308.015","5.429","136904.183","130086.007"
"3","12","14","0","94","-1","2.9","0.87","89.206","0.831","38987.921","35639.308"
"3","12","15","0","53","-1","3","0.87","50.038","0.012","21689.289","18953.635"
"3","12","16","0","13","-1","3","0.87","12.239","-0.753","5015.656","2870.815"
"3","12","17","0","1","-1","3.2","0.87","0.951","-0.983","0","0"
"3","12","18","0","0","-2","3.2","0.87","0","-2","0","0"
"3","12","19","0","0","-2","3.1","0.87","0","-2","0","0"
"3","12","20","0","0","-2","3","0.87","0","-2","0","0"
"3","12","21","0","0","-2","2.8","0.87","0","-2","0","0"
"3","12","22","0","0","-3","2.6","0.87","0","-3","0","0"
"3","12","23","0","0","-3","2.4","0.87","0","-3","0","0"
"3","13","0","0","0","-4","2.3","0.87","0","-4","0","0"
"3","13","1","0","0","-4","2.2","0.87","0","-4","0","0"
"3","13","2","0","0","-5","2.1","0.87","0","-5","0","0"
"3","13","3","0","0","-5","1.9","0.87","0","-5","0","0"
"3","13","4","0","0","-5","1.8","0.87","0","-5","0","0"
"3","13","5","0","0","-5","1.6","0.87","0","-5","0","0"
"3","13","6","314","24","-5","1.4","0.87","65.043","-3.508","17442.126","14856.966"
"3","13","7","672","59","-4","1.4","0.87","300.402","4.227","130260.324","123677.566"
"3","13","8","0","112","-4","1.5","0.87","107.813","-1.083","48134.754","44462.032"
"3","13","9","61","219","-3","1.5","0.87","268.664","4.261","120234.37","114006.872"
"3","13","10","19","221","-3","1.6","0.87","232.979","3.141","103312.947","97685.042"
"3","13","11","231","302","-3","1.5","0.87","529.439","11.296","232954.397","222732.781"
"3","13","12","342","279","-3","1.5","0.87","609.642","13.477","267289.23","255850.994"
"3","13","13","447","226","-3","1.5","0.87","620.117","13.789","273318.006","261666.146"
"3","13","14","603","134","-3","1.6","0.87","570.639","12.155","255762.12","244732.335"
"3","13","15","792","84","-4","1.6","0.87","504.748","9.441","230495.676","220361.182"
"3","13","16","605","61","-5","1.4","0.87","253.989","1.903","107686.305","101903.435"
"3","13","17","0","24","-7","1.3","0.87","22.607","-6.417","7268.977","5044.292"
"3","13","18","0","0","-8","1.2","0.87","0","-8","0","0"
"3","13","19","0","0","-9","1.2","0.87","0","-9","0","0"
"3","13","20","0","0","-10","1.2","0.87","0","-10","0","0"
"3","13","21","0","0","-11","1.2","0.87","0","-11","0","0"
"3","13","22","0","0","-11","1.2","0.87","0","-11","0","0"
"3","13","23","0","0","-11","1.2","0.87","0","-11","0","0"
"3","14","0","0","0","-11","1.4","0.87","0","-11","0","0"
"3","14","1","0","0","-10","1.6","0.87","0","-10","0","0"
"3","14","2","0","0","-10","1.7","0.87","0","-10","0","0"
"3","14","3","0","0","-10","1.8","0.87","0","-10","0","0"
"3","14","4","0","0","-11","1.9","0.87","0","-11","0","0"
"3","14","5","0","0","-11","2","0.87","0","-11","0","0"
"3","14","6","243","32","-11","2.1","0.87","65.642","-9.619","20617.888","17920.198"
"3","14","7","530","60","-10","2.2","0.87","255.176","-4.09","114144.827","108133.106"
"3","14","8","754","65","-9","2.2","0.87","492.994","2.599","230794.237","220649.163"
"3","14","9","826","79","-8","2.1","0.87","684.807","8.392","311675.257","298664.248"
"3","14","10","757","126","-7","1.8","0.87","779.297","12.79","346176.993","331943.45"
"3","14","11","955","132","-7","1.5","0.87","999.187","20.073","430032.044","412827.183"
"3","14","12","960","128","-6","1.2","0.87","993.324","22.867","423388.885","406419.418"
"3","14","13","947","117","-6","1","0.87","905.034","21.664","389537.656","373767.672"
"3","14","14","905","104","-6","0.9","0.87","742.764","17.339","327675.623","314097.657"
"3","14","15","821","86","-6","0.7","0.87","523.537","11.388","237571.18","227185.972"
"3","14","16","650","60","-8","0.6","0.87","267.968","0.929","114208.348","108194.376"
"3","14","17","216","19","-10","0.7","0.87","36.974","-9.05","8878.492","6596.775"
"3","14","18","0","0","-11","1","0.87","0","-11","0","0"
"3","14","19","0","0","-12","1.2","0.87","0","-12","0","0"
"3","14","20","0","0","-13","1.4","0.87","0","-13","0","0"
"3","14","21","0","0","-13","1.4","0.87","0","-13","0","0"
"3","14","22","0","0","-14","1.2","0.87","0","-14","0","0"
"3","14","23","0","0","-13","0.9","0.87","0","-13","0","0"
"3","15","0","0","0","-13","0.6","0.87","0","-13","0","0"
"3","15","1","0","0","-13","0.5","0.87","0","-13","0","0"
"3","15","2","0","0","-14","0.5","0.87","0","-14","0","0"
"3","15","3","0","0","-14","0.6","0.87","0","-14","0","0"
"3","15","4","0","0","-14","0.6","0.87","0","-14","0","0"
"3","15","5","0","0","-15","0.8","0.87","0","-15","0","0"
"3","15","6","341","29","-14","0.9","0.87","77.181","-11.878","24325.893","21496.813"
"3","15","7","670","69","-11","1.1","0.87","315.856","-1.69","140946.036","133984.641"
